,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
193,X1,Diesel,2.0L,Automatic,"52,230 miles",5,187 bhp,2018 (18),60.1,Estate,123 g/km,SUNSET ORANGE,"£20,600"
194,5 Series,Diesel,2.0L,Automatic,"82,772 miles",4,188 bhp,2017 (67),65.7,Saloon,114 g/km,BLUE,"£20,500"
195,1 Series,Petrol,1.5L,Automatic,"17,483 miles",5,134 bhp,2019 (68),54.3,Hatchback,122 g/km,ALPINE WHITE,"£20,500"
196,4 Series,Diesel,2.0L,Automatic,"44,320 miles",4,188 bhp,2019 (68),65.7,Coupe,114 g/km,BLUE,"£20,500"
197,4 Series,Diesel,2.0L,Manual,"10,540 miles",4,188 bhp,2017 (17),62.8,Coupe,119 g/km,MINERAL GREY,"£20,500"
198,3 Series,Diesel,2.0L,Automatic,"32,400 miles",5,188 bhp,2018 (18),62.8,Estate,119 g/km,GREY,"£20,500"
199,4 Series,Diesel,2.0L,Automatic,"36,763 miles",2,188 bhp,2018 (18),65.7,Coupe,114 g/km,BLUE,"£20,500"
200,X2,Diesel,2.0L,Automatic,"57,746 miles",5,187 bhp,2018 (18),58.9,Hatchback,126 g/km,Galvanic Gold Metallic,"£20,500"
201,4 Series,Petrol,2.0L,Manual,"21,308 miles",2,181 bhp,2017 (67),42.8,Convertible,153 g/km,WHITE,"£20,400"
202,I3,Electric,,Automatic,"14,631 miles",5,168 bhp,2018 (18),1.0,Hatchback,,WHITE,"£20,400"
203,5 Series,Diesel,2.0L,Automatic,"49,183 miles",4,188 bhp,2017 (67),68.9,Saloon,108 g/km,BLUE,"£20,400"
204,X1,Diesel,2.0L,Automatic,"49,623 miles",5,148 bhp,2017 (17),60.1,Estate,124 g/km,WHITE,"£20,400"
205,5 Series,Diesel,2.0L,Automatic,"24,569 miles",4,188 bhp,2016 (66),62.8,Saloon,119 g/km,Mediterranean Blue,"£20,400"
206,3 Series,Diesel,3.0L,Automatic,"66,745 miles",5,255 bhp,2017 (66),51.4,Estate,145 g/km,BLACK,"£20,400"
207,5 Series,Diesel,2.0L,Automatic,"42,444 miles",4,188 bhp,2017 (17),68.9,Saloon,108 g/km,BLACK,"£20,300"
208,2 Series,Petrol,1.5L,Automatic,"38,175 miles",5,138 bhp,2018 (68),39.8,Estate,137 g/km,RED,"£20,300"
209,3 Series,Diesel,2.0L,Automatic,"50,715 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,WHITE,"£20,250"
210,2 Series,Petrol,1.5L,Manual,"16,631 miles",2,134 bhp,2018 (68),52.3,Coupe,130 g/km,ALPINE WHITE,"£20,200"
211,3 Series,Petrol,2.0L,Automatic,"27,813 miles",4,181 bhp,2018 (18),51.4,Saloon,129 g/km,WHITE,"£20,150"
212,X1,Diesel,2.0L,Automatic,"52,185 miles",5,148 bhp,2017 (17),65.7,Estate,114 g/km,ALPINE WHITE,"£20,100"
213,1 Series,Petrol,1.5L,Automatic,"25,057 miles",5,134 bhp,2018 (68),54.3,Hatchback,122 g/km,WHITE,"£20,100"
214,2 Series,Petrol,1.5L,Automatic,"20,392 miles",2,134 bhp,2018 (18),53.3,Coupe,124 g/km,BLACK SAPPHIRE,"£20,100"
215,X1,Diesel,2.0L,Manual,"40,860 miles",5,148 bhp,2018 (68),68.9,Estate,109 g/km,Mediterranean Blue,"£20,100"
216,2 Series,Petrol,1.5L,Automatic,"31,435 miles",2,134 bhp,2017 (67),50.4,Coupe,130 g/km,ESTORIL BLUE,"£20,100"
217,5 Series,Diesel,2.0L,Automatic,"60,209 miles",4,188 bhp,2017 (67),68.9,Saloon,108 g/km,BLUE,"£20,100"
218,2 Series,Diesel,2.0L,Automatic,"50,025 miles",5,187 bhp,2018 (68),47.1,Estate,129 g/km,BLUE,"£20,100"
219,2 Series,Diesel,2.0L,Automatic,"28,872 miles",2,148 bhp,2018 (18),62.8,Convertible,118 g/km,WHITE,"£20,000"
220,3 Series,Diesel,2.0L,Automatic,"42,358 miles",4,188 bhp,2017 (67),64.2,Saloon,116 g/km,ESTORIL BLUE,"£20,000"
221,3 Series,Diesel,2.0L,Automatic,"25,124 miles",4,188 bhp,2017 (17),64.2,Saloon,116 g/km,BLACK,"£20,000"
222,4 Series,Diesel,2.0L,Automatic,"46,634 miles",2,188 bhp,2017 (17),60.1,Convertible,124 g/km,BLACK SAPPHIRE,"£20,000"
223,2 Series,Petrol,2.0L,Automatic,"16,249 miles",2,181 bhp,2017 (67),47.9,Coupe,135 g/km,BLUE,"£20,000"
224,3 Series,Hybrid Petrol,2.0L,Automatic,"37,428 miles",4,,2017 (67),,Saloon,49 g/km,WHITE,"£20,000"
225,X4,Diesel,2.0L,Automatic,"74,109 miles",4,188 bhp,2015 (65),54.3,Coupe,138 g/km,ALPINE WHITE,"£20,000"
226,6 Series,Petrol,3.0L,Automatic,"43,924 miles",2,315 bhp,2015 (65),36.7,Coupe,180 g/km,RED,"£20,000"
227,2 Series,Petrol,1.5L,Automatic,"33,661 miles",2,134 bhp,2018 (67),50.4,Coupe,130 g/km,BLACK,"£20,000"
228,3 Series,Diesel,2.0L,Automatic,"59,452 miles",5,188 bhp,2017 (67),62.8,Estate,119 g/km,MINERAL GREY,"£20,000"
229,3 Series,Hybrid Petrol,2.0L,Automatic,"40,765 miles",4,,2018 (18),,Saloon,49 g/km,GREY,"£20,000"
230,4 Series,Diesel,3.0L,Automatic,"65,767 miles",2,308 bhp,2016 (66),50.4,Coupe,147 g/km,GREY,"£20,000"
231,3 Series,Diesel,2.0L,Automatic,"30,085 miles",4,188 bhp,2018 (18),64.2,Saloon,116 g/km,SILVER,"£19,900"
232,4 Series,Petrol,2.0L,Automatic,"38,468 miles",2,181 bhp,2018 (18),45.6,Coupe,144 g/km,BLACK,"£19,900"
233,5 Series,Diesel,2.0L,Automatic,"46,133 miles",5,188 bhp,2016 (66),60.1,Estate,123 g/km,CARBON BLACK,"£19,900"
234,2 Series,Petrol,1.5L,Manual,"29,147 miles",5,138 bhp,2018 (68),40.4,Estate,137 g/km,BLUE,"£19,900"
235,3 Series,Diesel,2.0L,Automatic,"36,246 miles",4,188 bhp,2017 (67),60.1,Saloon,123 g/km,GLACIER SILVER,"£19,800"
236,2 Series,Diesel,2.0L,Automatic,"39,727 miles",5,187 bhp,2018 (68),49.6,Hatchback,124 g/km,RED,"£19,800"
237,4 Series,Diesel,2.0L,Manual,"33,623 miles",2,188 bhp,2016 (16),55.4,Convertible,134 g/km,BMW Individual paintwork Tanzanite Blue ,"£19,800"
238,1 Series,Diesel,2.0L,Manual,"17,380 miles",5,147 bhp,2018 (68),65.7,Hatchback,114 g/km,ORANGE,"£19,800"
239,3 Series,Hybrid Petrol,2.0L,Automatic,"48,448 miles",4,,2018 (18),,Saloon,49 g/km,WHITE,"£19,750"
240,4 Series,Diesel,2.0L,Automatic,"30,042 miles",2,188 bhp,2016 (66),65.7,Coupe,114 g/km,ESTORIL BLUE,"£19,750"
241,2 Series,Petrol,1.5L,Automatic,"24,298 miles",2,134 bhp,2018 (18),53.3,Coupe,124 g/km,MINERAL GREY,"£19,700"
242,4 Series,Diesel,2.0L,Automatic,"53,386 miles",4,188 bhp,2016 (66),58.9,Coupe,126 g/km,BLACK,"£19,700"
243,X1,Diesel,2.0L,Automatic,"50,029 miles",5,188 bhp,2016 (16),57.7,Estate,128 g/km,GLACIER SILVER,"£19,600"
244,2 Series,Petrol,2.0L,Automatic,"39,356 miles",2,181 bhp,2017 (67),47.9,Coupe,135 g/km,WHITE,"£19,600"
245,1 Series,Petrol,1.5L,Manual,"22,777 miles",5,134 bhp,2019 (19),52.3,Hatchback,126 g/km,ALPINE WHITE,"£19,500"
246,2 Series,Petrol,1.5L,Manual,"15,236 miles",5,138 bhp,2018 (68),40.9,Estate,137 g/km,SILVER,"£19,500"
247,1 Series,Petrol,1.5L,Manual,"24,759 miles",5,134 bhp,2018 (68),37.2,Hatchback,137 g/km,GREY,"£19,500"
248,4 Series,Petrol,2.0L,Manual,"49,286 miles",2,248 bhp,2016 (66),40.4,Convertible,162 g/km,BLUE,"£19,500"
249,3 Series,Hybrid Petrol,2.0L,Automatic,"42,000 miles",4,,2017 (67),,Saloon,,MINERAL GREY,"£19,500"
250,3 Series,Diesel,2.0L,Automatic,"35,330 miles",4,188 bhp,2018 (18),64.2,Saloon,116 g/km,GLACIER SILVER,"£19,500"
251,2 Series,Hybrid Petrol,1.5L,Automatic,"43,704 miles",5,,2018 (68),,Hatchback,57 g/km,BLUE,"£19,500"
252,2 Series,Diesel,2.0L,Automatic,"26,634 miles",5,187 bhp,2018 (18),51.4,Hatchback,124 g/km,ORANGE,"£19,500"
253,2 Series,Diesel,2.0L,Manual,"9,997 miles",5,188 bhp,2017 (17),64.2,Hatchback,115 g/km,BLACK,"£19,500"
254,3 Series,Hybrid Petrol,2.0L,Automatic,"46,275 miles",4,,2018 (18),,Saloon,49 g/km,WHITE,"£19,500"
255,X1,Diesel,2.0L,Automatic,"63,545 miles",5,187 bhp,2018 (18),60.1,Estate,123 g/km,BLACK SAPPHIRE,"£19,500"
256,3 Series,Hybrid Petrol,2.0L,Automatic,"44,444 miles",4,,2018 (67),,Saloon,49 g/km,ALPINE WHITE,"£19,500"
257,1 Series,Petrol,1.5L,Manual,"16,830 miles",5,134 bhp,2018 (68),52.3,Hatchback,126 g/km,BLACK SAPPHIRE,"£19,500"
258,X1,Diesel,2.0L,Manual,"36,425 miles",5,188 bhp,2017 (17),58.9,Estate,127 g/km,ALPINE WHITE,"£19,500"
259,X3,Diesel,2.0L,Automatic,"69,748 miles",5,188 bhp,2016 (16),54.3,Estate,138 g/km,MELBOURNE RED,"£19,400"
260,1 Series,Petrol,2.0L,Manual,"29,311 miles",5,181 bhp,2018 (18),46.3,Hatchback,140 g/km,WHITE,"£19,400"
261,X1,Diesel,2.0L,Automatic,"64,534 miles",5,188 bhp,2016 (16),57.7,Estate,128 g/km,ALPINE WHITE,"£19,400"
262,2 Series,Diesel,2.0L,Automatic,"21,215 miles",2,188 bhp,2016 (66),65.7,Coupe,113 g/km,ALPINE WHITE,"£19,400"
263,X1,Diesel,2.0L,Manual,"42,840 miles",5,148 bhp,2017 (17),60.1,Estate,124 g/km,Mediterranean Blue,"£19,400"
264,M2,Petrol,3.0L,Automatic,"34,280 miles",2,322 bhp,2015 (15),35.8,Convertible,176 g/km,ESTORIL BLUE,"£19,400"
265,5 Series,Diesel,2.0L,Automatic,"79,355 miles",4,188 bhp,2018 (18),72.4,Saloon,102 g/km,Mediterranean Blue,"£19,400"
266,5 Series,Diesel,2.0L,Automatic,"53,184 miles",4,188 bhp,2017 (17),68.9,Saloon,108 g/km,GREY,"£19,400"
267,5 Series,Petrol,3.0L,Automatic,"54,587 miles",4,302 bhp,2015 (65),36.7,Saloon,179 g/km,CARBON BLACK,"£19,300"
268,3 Series,Petrol,2.0L,Manual,"39,829 miles",4,181 bhp,2018 (68),47.9,Saloon,138 g/km,MINERAL GREY,"£19,300"
269,2 Series,Diesel,2.0L,Automatic,"52,335 miles",5,187 bhp,2018 (68),51.4,Hatchback,124 g/km,SILVER,"£19,300"
270,5 Series,Diesel,2.0L,Automatic,"82,275 miles",4,,2017 (17),,Saloon,114 g/km,Black,"£19,300"
271,Z4,Petrol,2.0L,Automatic,"30,176 miles",2,181 bhp,2015 (65),41.5,Convertible,159 g/km,MINERAL GREY,"£19,250"
272,I3,Hybrid Petrol,0.6L,Automatic,"33,622 miles",5,,2017 (17),,Hatchback,12 g/km,Mineral Grey metallic with highlight BMW,"£19,200"
273,4 Series,Diesel,3.0L,Automatic,"64,962 miles",2,308 bhp,2015 (65),49.6,Convertible,151 g/km,BMW Individual paintwork Tanzanite Blue ,"£19,200"
274,1 Series,Diesel,1.5L,Manual,"12,545 miles",5,114 bhp,2020 (20),58.9,Hatchback,100 g/km,MINERAL WHITE,"£19,200"
275,2 Series,Petrol,1.5L,Automatic,"26,522 miles",2,134 bhp,2018 (68),53.3,Coupe,124 g/km,ALPINE WHITE,"£19,200"
276,X1,Diesel,2.0L,Manual,"24,174 miles",5,148 bhp,2015 (65),60.1,Estate,124 g/km,ESTORIL BLUE,"£19,200"
277,2 Series,Petrol,1.5L,Manual,"20,802 miles",5,138 bhp,2018 (68),40.9,Estate,137 g/km,GREY,"£19,100"
278,2 Series,Diesel,2.0L,Manual,"31,037 miles",5,148 bhp,2018 (18),51.4,Estate,121 g/km,GREY,"£19,100"
279,3 Series,Hybrid Petrol,2.0L,Automatic,"60,265 miles",4,,2017 (67),,Saloon,49 g/km,GREY,"£19,100"
280,1 Series,Diesel,1.5L,Automatic,"26,479 miles",5,114 bhp,2018 (18),47.9,Hatchback,118 g/km,WHITE,"£19,100"
281,2 Series,Petrol,1.5L,Manual,"45,882 miles",5,138 bhp,2019 (19),40.4,Estate,137 g/km,BLACK,"£19,000"
282,3 Series,Diesel,3.0L,Automatic,"48,721 miles",4,308 bhp,2015 (65),51.4,Saloon,145 g/km,ESTORIL BLUE,"£19,000"
283,3 Series,Diesel,3.0L,Automatic,"36,684 miles",4,308 bhp,2014 (64),52.3,Saloon,143 g/km,BLACK SAPPHIRE,"£19,000"
284,3 Series,Diesel,2.0L,Automatic,"70,027 miles",5,188 bhp,2018 (18),57.7,Estate,129 g/km,GREY,"£19,000"
285,X1,Diesel,2.0L,Automatic,"52,962 miles",5,148 bhp,2017 (67),65.7,Estate,114 g/km,GREY,"£19,000"
286,3 Series,Diesel,2.0L,Automatic,"46,356 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,MINERAL GREY,"£19,000"
287,X1,Diesel,2.0L,Manual,"50,010 miles",5,148 bhp,2018 (68),68.9,Estate,109 g/km,ESTORIL BLUE,"£19,000"
288,4 Series,Diesel,2.0L,Manual,"45,199 miles",4,188 bhp,2018 (68),62.8,Coupe,119 g/km,BLACK SAPPHIRE,"£19,000"
289,3 Series,Diesel,3.0L,Automatic,"31,745 miles",4,255 bhp,2016 (66),56.5,Saloon,131 g/km,WHITE,"£19,000"
290,4 Series,Petrol,2.0L,Automatic,"60,048 miles",4,181 bhp,2017 (17),45.6,Coupe,144 g/km,ESTORIL BLUE,"£19,000"
291,1 Series,Petrol,1.5L,Manual,"22,149 miles",5,134 bhp,2019 (19),52.3,Hatchback,126 g/km,WHITE,"£19,000"
292,1 Series,Petrol,1.5L,Manual,"12,399 miles",3,134 bhp,2019 (19),52.3,Hatchback,126 g/km,WHITE,"£19,000"
293,3 Series,Diesel,2.0L,Automatic,"27,074 miles",5,188 bhp,2017 (17),62.8,Hatchback,118 g/km,GLACIER SILVER,"£19,000"
294,5 Series,Diesel,2.0L,Automatic,"74,206 miles",4,188 bhp,2017 (67),72.4,Saloon,102 g/km,WHITE,"£18,950"
295,4 Series,Diesel,2.0L,Automatic,"47,550 miles",4,188 bhp,2017 (17),65.7,Coupe,114 g/km,ESTORIL BLUE,"£18,900"
296,5 Series,Diesel,3.0L,Automatic,"72,878 miles",4,255 bhp,2016 (66),51.4,Saloon,144 g/km,SPACE GREY,"£18,900"
297,3 Series,Diesel,2.0L,Automatic,"29,674 miles",4,188 bhp,2016 (66),64.2,Saloon,116 g/km,BLACK SAPPHIRE,"£18,900"
298,X1,Petrol,1.5L,Manual,"36,923 miles",5,138 bhp,2018 (18),51.4,Estate,127 g/km,BLACK,"£18,900"
299,3 Series,Diesel,2.0L,Automatic,"68,176 miles",4,188 bhp,2017 (67),64.2,Saloon,116 g/km,WHITE,"£18,850"
300,1 Series,Petrol,2.0L,Automatic,"8,848 miles",3,181 bhp,2018 (18),47.9,Hatchback,135 g/km,MINERAL GREY,"£18,800"
301,3 Series,Diesel,2.0L,Automatic,"39,405 miles",4,188 bhp,2018 (18),62.8,Saloon,118 g/km,BLACK SAPPHIRE,"£18,800"
302,2 Series,Petrol,1.5L,Manual,"35,199 miles",5,134 bhp,2018 (67),53.3,Hatchback,124 g/km,GREY,"£18,800"
303,4 Series,Diesel,2.0L,Automatic,"69,297 miles",2,188 bhp,2018 (18),65.7,Coupe,114 g/km,BLUE,"£18,800"
304,4 Series,Diesel,2.0L,Automatic,"33,898 miles",4,188 bhp,2015 (65),58.9,Coupe,126 g/km,BLACK,"£18,750"
305,X1,Diesel,2.0L,Automatic,"33,352 miles",5,148 bhp,2017 (67),65.7,Estate,114 g/km,Mediterranean Blue,"£18,750"
306,3 Series,Diesel,2.0L,Automatic,"40,053 miles",4,188 bhp,2016 (66),64.2,Saloon,116 g/km,ESTORIL BLUE,"£18,700"
307,2 Series,Petrol,1.5L,Manual,"58,530 miles",5,138 bhp,2019 (19),51.4,Estate,137 g/km,RED,"£18,700"
308,3 Series,Diesel,2.0L,Manual,"36,977 miles",4,188 bhp,2018 (18),64.2,Saloon,116 g/km,BLACK,"£18,600"
309,1 Series,Petrol,1.5L,Manual,"9,889 miles",5,134 bhp,2019 (19),37.7,Hatchback,137 g/km,ALPINE WHITE,"£18,600"
310,X1,Diesel,2.0L,Manual,"17,602 miles",5,148 bhp,2017 (17),68.9,Estate,109 g/km,WHITE,"£18,600"
311,2 Series,Diesel,1.5L,Automatic,"23,790 miles",5,114 bhp,2018 (18),56.5,Hatchback,113 g/km,WHITE,"£18,600"
312,4 Series,Diesel,2.0L,Automatic,"50,125 miles",2,188 bhp,2016 (66),65.7,Coupe,114 g/km,MINERAL GREY,"£18,500"
313,I3,Hybrid Petrol,0.6L,Automatic,"30,237 miles",5,168 bhp,2018 (68),0.6,Hatchback,13 g/km,RED,"£18,500"
314,2 Series,Diesel,2.0L,Automatic,"42,214 miles",5,187 bhp,2018 (68),49.6,Hatchback,124 g/km,ORANGE,"£18,500"
315,X1,Diesel,2.0L,Manual,"42,574 miles",5,188 bhp,2016 (66),58.9,Estate,127 g/km,WHITE,"£18,500"
316,3 Series,Diesel,2.0L,Manual,"23,936 miles",5,188 bhp,2018 (18),62.8,Estate,118 g/km,GLACIER SILVER,"£18,500"
317,2 Series,Petrol,1.5L,Automatic,"31,331 miles",2,134 bhp,2019 (19),53.3,Coupe,124 g/km,ALPINE WHITE,"£18,500"
318,3 Series,Diesel,2.0L,Automatic,"42,174 miles",5,188 bhp,2017 (17),60.1,Hatchback,124 g/km,RED,"£18,500"
319,4 Series,Diesel,2.0L,Automatic,"52,104 miles",2,188 bhp,2017 (17),65.7,Coupe,114 g/km,WHITE,"£18,500"
320,2 Series,Diesel,2.0L,Manual,"39,222 miles",5,188 bhp,2016 (66),60.1,Estate,124 g/km,WHITE,"£18,450"
321,3 Series,Diesel,3.0L,Automatic,"44,503 miles",4,308 bhp,2015 (65),51.4,Saloon,145 g/km,WHITE,"£18,450"
322,3 Series,Diesel,2.0L,Automatic,"55,548 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,ALPINE WHITE,"£18,400"
323,2 Series,Diesel,2.0L,Automatic,"40,940 miles",2,222 bhp,2016 (66),61.4,Coupe,121 g/km,WHITE,"£18,400"
324,2 Series,Diesel,2.0L,Automatic,"35,993 miles",2,188 bhp,2017 (17),65.7,Coupe,113 g/km,GREY,"£18,400"
325,2 Series,Petrol,2.0L,Automatic,"30,670 miles",2,181 bhp,2016 (16),43.5,Convertible,152 g/km,MELBOURNE RED,"£18,400"
326,2 Series,Petrol,1.5L,Manual,"31,973 miles",5,138 bhp,2018 (68),42.8,Hatchback,132 g/km,RED,"£18,400"
327,7 Series,Diesel,3.0L,Automatic,"72,149 miles",4,255 bhp,2015 (15),50.4,Saloon,148 g/km,SILVER,"£18,400"
328,4 Series,Diesel,2.0L,Automatic,"55,765 miles",2,188 bhp,2016 (66),60.1,Convertible,124 g/km,BLACK,"£18,400"
329,3 Series,Petrol,2.0L,Automatic,"49,197 miles",4,248 bhp,2016 (16),48.7,Saloon,136 g/km,BMW Individual - Tanzanite Blue Metallic,"£18,300"
330,3 Series,Petrol,2.0L,Automatic,"77,689 miles",4,181 bhp,2018 (18),48.7,Saloon,134 g/km,BLUE,"£18,300"
331,1 Series,Diesel,2.0L,Automatic,"40,685 miles",5,147 bhp,2019 (19),49.6,Hatchback,118 g/km,ALPINE WHITE,"£18,300"
332,4 Series,Diesel,3.0L,Automatic,"32,448 miles",2,255 bhp,2015 (65),55.4,Coupe,134 g/km,GREY,"£18,300"
333,3 Series,Petrol,2.0L,Automatic,"29,967 miles",4,181 bhp,2015 (65),48.7,Saloon,134 g/km,MINERAL GREY,"£18,300"
334,3 Series,Diesel,2.0L,Automatic,"48,637 miles",4,188 bhp,2017 (66),64.2,Saloon,116 g/km,BLACK SAPPHIRE,"£18,300"
335,3 Series,Diesel,2.0L,Automatic,"27,280 miles",4,188 bhp,2016 (66),64.2,Saloon,116 g/km,MINERAL GREY,"£18,250"
336,2 Series,Petrol,1.5L,Manual,"24,325 miles",5,138 bhp,2018 (68),42.2,Hatchback,132 g/km,BLACK,"£18,200"
337,5 Series,Diesel,2.0L,Automatic,"23,571 miles",4,188 bhp,2014 (64),62.8,Saloon,119 g/km,Sophisto Grey Xirallic,"£18,200"
338,I3,Hybrid Petrol,0.6L,Automatic,"33,759 miles",5,,2017 (66),,Hatchback,12 g/km,Capparis White with highlight BMW i Blue,"£18,100"
339,1 Series,Petrol,1.5L,Automatic,"34,806 miles",5,134 bhp,2017 (67),54.3,Hatchback,122 g/km,BLACK,"£18,100"
340,2 Series,Petrol,1.5L,Manual,"33,381 miles",5,134 bhp,2018 (18),53.3,Hatchback,124 g/km,GREY,"£18,100"
341,3 Series,Diesel,2.0L,Automatic,"45,280 miles",4,188 bhp,2017 (17),64.2,Saloon,116 g/km,GREY,"£18,100"
342,3 Series,Diesel,2.0L,Automatic,"53,588 miles",5,188 bhp,2018 (18),65.7,Estate,114 g/km,JET BLACK,"£18,100"
343,3 Series,Diesel,2.0L,Automatic,"49,546 miles",4,188 bhp,2016 (16),64.2,Saloon,116 g/km,ALPINE WHITE,"£18,050"
344,3 Series,Diesel,2.0L,Automatic,"21,034 miles",4,188 bhp,2017 (67),67.3,Saloon,111 g/km,SILVER,"£18,000"
345,1 Series,Petrol,1.5L,Automatic,"30,981 miles",5,134 bhp,2018 (68),37.2,Hatchback,131 g/km,GREY,"£18,000"
346,2 Series,Diesel,2.0L,Manual,"12,063 miles",2,148 bhp,2018 (67),64.2,Coupe,116 g/km,WHITE,"£18,000"
347,5 Series,Diesel,3.0L,Automatic,"41,919 miles",4,308 bhp,2015 (15),50.4,Saloon,148 g/km,BLACK,"£18,000"
348,2 Series,Petrol,1.5L,Manual,"28,651 miles",2,134 bhp,2018 (68),52.3,Coupe,125 g/km,BLACK SAPPHIRE,"£18,000"
349,5 Series,Diesel,2.0L,Automatic,"42,996 miles",5,188 bhp,2015 (15),60.1,Estate,123 g/km,GLACIER SILVER,"£18,000"
350,3 Series,Diesel,3.0L,Automatic,"57,421 miles",4,308 bhp,2016 (66),51.4,Saloon,145 g/km,MINERAL GREY,"£18,000"
351,2 Series,Petrol,1.5L,Manual,"24,002 miles",5,138 bhp,2018 (68),42.8,Hatchback,132 g/km,BLACK,"£18,000"
352,1 Series,Petrol,1.5L,Manual,"12,612 miles",5,134 bhp,2018 (68),37.2,Hatchback,137 g/km,ALPINE WHITE,"£18,000"
353,3 Series,Diesel,2.0L,Automatic,"50,345 miles",5,188 bhp,2016 (66),62.8,Estate,119 g/km,ESTORIL BLUE,"£18,000"
354,3 Series,Petrol,2.0L,Automatic,"41,075 miles",4,181 bhp,2018 (68),51.4,Saloon,129 g/km,BLACK SAPPHIRE,"£18,000"
355,3 Series,Diesel,2.0L,Automatic,"31,248 miles",4,188 bhp,2016 (66),64.2,Saloon,116 g/km,GLACIER SILVER,"£18,000"
356,2 Series,Diesel,2.0L,Automatic,"27,283 miles",5,188 bhp,2016 (66),64.2,Hatchback,117 g/km,BLACK,"£18,000"
357,5 Series,Diesel,2.0L,Automatic,"83,586 miles",4,188 bhp,2017 (67),68.9,Saloon,108 g/km,BLUE,"£17,950"
358,1 Series,Diesel,1.5L,Automatic,"38,895 miles",5,114 bhp,2018 (18),68.9,Hatchback,107 g/km,BLACK,"£17,900"
359,3 Series,Petrol,2.0L,Manual,"31,283 miles",4,181 bhp,2018 (67),47.9,Saloon,138 g/km,MINERAL GREY,"£17,900"
360,3 Series,Diesel,3.0L,Automatic,"53,091 miles",5,308 bhp,2015 (15),49.6,Hatchback,149 g/km,ESTORIL BLUE,"£17,900"
361,5 Series,Diesel,2.0L,Automatic,"59,214 miles",5,188 bhp,2016 (16),60.1,Estate,123 g/km,Mediterranean Blue,"£17,900"
362,2 Series,Petrol,1.5L,Manual,"34,558 miles",5,138 bhp,2018 (68),40.9,Estate,137 g/km,GREY,"£17,900"
363,2 Series,Petrol,1.5L,Manual,"23,676 miles",5,138 bhp,2018 (18),42.8,Hatchback,132 g/km,BLACK,"£17,900"
364,3 Series,Diesel,3.0L,Automatic,"61,942 miles",4,308 bhp,2015 (65),51.4,Saloon,145 g/km,BLACK SAPPHIRE,"£17,900"
365,X1,Diesel,2.0L,Manual,"57,712 miles",5,148 bhp,2016 (66),60.1,Estate,124 g/km,MINERAL WHITE,"£17,900"
366,2 Series,Petrol,1.5L,Manual,"32,217 miles",5,138 bhp,2018 (18),40.4,Estate,137 g/km,BLUE,"£17,900"
367,4 Series,Diesel,2.0L,Automatic,"58,332 miles",2,188 bhp,2017 (17),65.7,Coupe,114 g/km,WHITE,"£17,900"
368,3 Series,Diesel,2.0L,Automatic,"51,168 miles",5,188 bhp,2016 (16),60.1,Hatchback,124 g/km,WHITE,"£17,800"
369,X1,Diesel,2.0L,Manual,"26,374 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,WHITE,"£17,800"
370,3 Series,Diesel,3.0L,Automatic,"49,162 miles",4,255 bhp,2015 (65),53.3,Saloon,139 g/km,ESTORIL BLUE,"£17,800"
371,2 Series,Petrol,1.5L,Manual,"36,244 miles",5,134 bhp,2017 (66),51.4,Estate,127 g/km,WHITE,"£17,800"
372,2 Series,Diesel,2.0L,Manual,"20,957 miles",5,188 bhp,2018 (18),64.2,Hatchback,115 g/km,BLACK,"£17,750"
373,1 Series,Diesel,2.0L,Automatic,"51,109 miles",5,147 bhp,2018 (18),67.3,Hatchback,110 g/km,ESTORIL BLUE,"£17,700"
374,3 Series,Diesel,2.0L,Automatic,"33,513 miles",4,148 bhp,2018 (68),67.3,Saloon,111 g/km,Mediterranean Blue,"£17,700"
375,X1,Diesel,2.0L,Automatic,"56,004 miles",5,148 bhp,2017 (67),65.7,Estate,114 g/km,MINERAL WHITE,"£17,700"
376,1 Series,Petrol,1.5L,Automatic,"25,923 miles",5,134 bhp,2018 (18),37.2,Hatchback,131 g/km,ALPINE WHITE,"£17,600"
377,3 Series,Diesel,2.0L,Automatic,"41,928 miles",5,161 bhp,2018 (18),67.3,Estate,111 g/km,BLACK SAPPHIRE,"£17,600"
378,5 Series,Diesel,2.0L,Automatic,"48,979 miles",4,188 bhp,2016 (16),62.8,Saloon,119 g/km,MINERAL GREY,"£17,600"
379,2 Series,Petrol,1.5L,Automatic,"27,932 miles",2,134 bhp,2016 (66),51.4,Coupe,129 g/km,GREY,"£17,600"
380,1 Series,Diesel,2.0L,Automatic,"44,645 miles",5,221 bhp,2017 (67),61.4,Hatchback,121 g/km,BLACK SAPPHIRE,"£17,500"
381,1 Series,Petrol,1.5L,Automatic,"20,452 miles",5,134 bhp,2018 (68),37.7,Hatchback,128 g/km,GLACIER SILVER,"£17,500"
382,3 Series,Hybrid Petrol,2.0L,Automatic,"44,216 miles",4,,2017 (17),,Saloon,44 g/km,ALPINE WHITE,"£17,500"
383,2 Series,Petrol,1.5L,Manual,"29,064 miles",2,134 bhp,2018 (18),48.7,Convertible,136 g/km,ALPINE WHITE,"£17,500"
